1.22038	0.363201	0.953397	0.00953397	0.00363201	0.838041	1.82684	0.0182684	0.00838041	1.32428	2.68894	0.0268894	0.0132428	1.85306	3.52404	0.0352404	0.0185306	2.57469	4.29538	0.0429538	0.0257469	3.11772	5.1054	0.051054	0.0311772	3.85881	5.83506	0.0583506	0.0385881	4.63147	6.52391	0.0652391	0.0463147	5.44692	7.15993	0.0715993	0.0544692	6.271	7.7651	0.077651	0.06271	
0.81565	0.638477	0.757628	0.00757628	0.00638477	1.24514	1.54012	0.0154012	0.0124514	1.87599	2.36025	0.0236025	0.0187599	2.36245	3.22672	0.0322672	0.0236245	2.7524	4.14891	0.0414891	0.027524	3.17823	5.08843	0.0508843	0.0317823	3.52492	6.06257	0.0606257	0.0352492	3.72099	7.10209	0.0710209	0.0372099	3.97606	8.08881	0.0808881	0.0397606	4.06493	9.13414	0.0913414	0.0406493	
0.688267	0.742926	0.655527	0.00655527	0.00742926	1.41874	1.38185	0.0138185	0.0141874	2.11949	2.14427	0.0214427	0.0211949	2.69636	2.95339	0.0295339	0.0269636	3.23076	3.78831	0.0378831	0.0323076	3.77243	4.66499	0.0466499	0.0377243	4.1215	5.67389	0.0567389	0.041215	4.51647	6.62472	0.0662472	0.0451647	4.86695	7.58622	0.0758622	0.0486695	4.99001	8.66348	0.0866348	0.0499001	
1.37702	0.152808	0.97893	0.0097893	0.00152808	0.234034	1.96661	0.0196661	0.00234034	0.305205	2.9995	0.029995	0.00305205	0.227217	3.99265	0.0399265	0.00227217	0.0919687	4.97802	0.0497802	0.000919687	0.0939601	5.9987	0.059987	0.000939601	-0.294848	7.00663	0.0700663	-0.00294848	-0.644235	7.99189	0.0799189	-0.00644235	-0.935902	8.96449	0.0896449	-0.00935902	-1.45483	9.89139	0.0989139	-0.0145483	
0.303187	0.98646	0.260339	0.00260339	0.0098646	1.9518	0.479724	0.00479724	0.019518	2.93212	0.621936	0.00621936	0.0293212	3.92055	0.694223	0.00694223	0.0392055	4.96662	0.641897	0.00641897	0.0496662	5.94927	0.625598	0.00625598	0.0594927	6.97306	0.561093	0.00561093	0.0697306	7.9956	0.286694	0.00286694	0.079956	8.99622	-0.0395573	-0.000395573	0.0899622	9.97714	-0.281141	-0.00281141	0.0997714	
0.139274	0.979885	0.146558	0.00146558	0.00979885	1.93439	0.424811	0.00424811	0.0193439	2.92695	0.723263	0.00723263	0.0292695	3.8459	1.09633	0.0109633	0.038459	4.76749	1.43532	0.0143532	0.0476749	5.64518	2.03106	0.0203106	0.0564518	6.55266	2.49849	0.0249849	0.0655266	7.34192	3.22204	0.0322204	0.0734192	8.11333	3.92578	0.0392578	0.0811333	8.86365	4.62514	0.0462514	0.0886365	
1.03152	0.470436	0.871977	0.00871977	0.00470436	0.874828	1.7768	0.017768	0.00874828	1.33968	2.701	0.02701	0.0133968	1.63326	3.65039	0.0365039	0.0163326	1.80114	4.64166	0.0464166	0.0180114	1.93836	5.67768	0.0567768	0.0193836	1.96137	6.73296	0.0673296	0.0196137	2.16637	7.7196	0.077196	0.0216637	2.18989	8.74313	0.0874313	0.0218989	1.98767	9.79823	0.0979823	0.0198767	
0.568009	0.879922	0.516351	0.00516351	0.00879922	1.76692	0.957942	0.00957942	0.0176692	2.67421	1.35378	0.0135378	0.0267421	3.62458	1.64777	0.0164777	0.0362458	4.57498	2.03688	0.0203688	0.0457498	5.60343	2.09446	0.0209446	0.0560343	6.63589	2.21435	0.0221435	0.0663589	7.61121	2.46603	0.0246603	0.0761121	8.70765	2.26059	0.0226059	0.0870765	9.71268	2.29915	0.0229915	0.0971268	
0.969448	0.615114	0.81395	0.0081395	0.00615114	1.27141	1.55665	0.0155665	0.0127141	1.9192	2.30235	0.0230235	0.019192	2.6267	2.99218	0.0299218	0.026267	3.51787	3.56425	0.0356425	0.0351787	4.28577	4.17342	0.0417342	0.0428577	5.14705	4.73775	0.0473775	0.0514705	6.18074	5.08039	0.0508039	0.0618074	6.98285	5.67216	0.0567216	0.0698285	8.12816	5.7927	0.057927	0.0812816	
0.833722	0.642302	0.754389	0.00754389	0.00642302	1.2242	1.55681	0.0155681	0.012242	1.80682	2.41361	0.0241361	0.0180682	2.24678	3.3083	0.033083	0.0224678	2.66859	4.2033	0.042033	0.0266859	3.14218	5.11077	0.0511077	0.0314218	3.45547	6.10242	0.0610242	0.0345547	3.50516	7.21105	0.0721105	0.0350516	3.74148	8.19995	0.0819995	0.0374148	3.93005	9.19298	0.0919298	0.0393005	
